epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.3840982,0.23305233,0.12920704,0.40945253,20.0,-2.9076324,0.0,100.0,0.0
1,0.38370964,0.23207204,0.12046294,0.40355572,40.0,-4.836066,0.0,200.0,0.0
2,0.38381487,0.23061442,0.117770985,0.40033275,60.0,-6.8438554,0.005000000074505806,300.0,0.0
3,0.3832876,0.23042479,0.11749704,0.39962837,80.0,-8.729846,0.0,400.0,0.0
4,0.3833616,0.23009582,0.117094204,0.39882582,100.0,-11.000478,0.0,500.0,0.0
5,0.38211808,0.2307553,0.11651926,0.39867306,120.0,-12.920596,0.005000000074505806,600.0,0.0
6,0.383009,0.2306551,0.1160719,0.3991671,140.0,-14.367487,0.010000000149011612,700.0,0.0009999999776482583
7,0.38288853,0.23160236,0.11562513,0.3996624,160.0,-15.751767,0.010000000149011612,800.0,0.0009999999776482583
8,0.38226646,0.2331454,0.115327395,0.40107623,180.0,-17.911158,0.0,900.0,0.0009999999776482583
9,0.3821959,0.23413852,0.11484678,0.40282053,200.0,-19.199793,0.005000000074505806,1000.0,0.0
10,0.38177568,0.23469469,0.11454656,0.4044487,220.0,-20.442173,0.005000000074505806,1100.0,0.0
11,0.38076004,0.23549357,0.1143779,0.40635338,240.0,-21.527494,0.005000000074505806,1200.0,0.0
12,0.38051918,0.23604457,0.11424722,0.4083166,260.0,-22.90592,0.005000000074505806,1300.0,0.0009999999776482583
13,0.37955308,0.23676582,0.11408524,0.4107439,280.0,-24.760548,0.0,1400.0,0.0019999999552965165
14,0.37899494,0.2374301,0.113918364,0.41291803,300.0,-24.538456,0.005000000074505806,1500.0,0.0009999999776482583
15,0.37884587,0.2381651,0.11370413,0.41536254,320.0,-24.838566,0.02500000037252903,1600.0,0.0029999999329447745
16,0.3786443,0.23849459,0.11354835,0.41833347,340.0,-27.715332,0.0,1700.0,0.003999999910593033
17,0.37831756,0.23912439,0.113373004,0.42080045,360.0,-26.41623,0.015000000223517418,1800.0,0.0009999999776482583
18,0.37808034,0.23949926,0.113306746,0.42375952,380.0,-26.083456,0.030000000447034835,1900.0,0.0029999999329447745
19,0.37776154,0.23982604,0.11325492,0.42670965,400.0,-28.249994,0.005000000074505806,2000.0,0.0029999999329447745
20,0.37757093,0.2402108,0.11311315,0.42951098,420.0,-27.009094,0.02500000037252903,2100.0,0.0029999999329447745
21,0.3772737,0.24033377,0.11302996,0.43255085,440.0,-26.879513,0.03500000052154064,2200.0,0.003999999910593033
