epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
29,0.35203537,0.18121198,0.19869903,0.79853004,600.0,-32.08472,0.11500001,3000.0,0.004999999888241291
30,0.35236624,0.18150938,0.19882838,0.80136794,620.0,-32.100285,0.125,3100.0,0.0029999999329447745
31,0.35265568,0.1819667,0.19886667,0.80406225,640.0,-32.174446,0.08500000163912773,3200.0,0.0029999999329447745
32,0.35303396,0.18245111,0.19898038,0.80700266,660.0,-32.135963,0.09,3300.0,0.0029999999329447745
33,0.35328475,0.18302943,0.1990765,0.8095827,680.0,-32.734146,0.10000000260770321,3400.0,0.004999999888241291
34,0.3535083,0.18348385,0.19905323,0.81208694,700.0,-34.489002,0.06500000283122062,3500.0,0.007999999821186066
35,0.3536594,0.18380402,0.19914883,0.81417894,720.0,-32.055706,0.11500001,3600.0,0.0029999999329447745
36,0.35395718,0.18412721,0.19920234,0.81632024,740.0,-35.36966,0.06500000134110451,3700.0,0.006999999843537807
37,0.3541632,0.1844493,0.19928265,0.8182119,760.0,-36.840733,0.10000000223517418,3800.0,0.0019999999552965165
38,0.35430336,0.18463707,0.19930467,0.82006824,780.0,-34.452564,0.08499999977648258,3900.0,0.003999999910593033
39,0.35452428,0.18483503,0.19937013,0.8220129,800.0,-36.704956,0.09500000029802322,4000.0,0.0029999999329447745
40,0.35477462,0.18509366,0.19943914,0.82394457,820.0,-34.622017,0.12000000476837158,4100.0,0.0019999999552965165
41,0.35496792,0.18531619,0.19964154,0.82586175,840.0,-36.465626,0.14000000506639482,4200.0,0.0029999999329447745
42,0.35525018,0.18570416,0.19974677,0.8275633,860.0,-37.73003,0.09500000327825546,4300.0,0.0029999999329447745
43,0.35551134,0.18605138,0.19987379,0.82940084,880.0,-37.512764,0.1,4400.0,0.0029999999329447745
44,0.35567766,0.18629505,0.19993284,0.83102244,900.0,-37.208374,0.10000000074505806,4500.0,0.005999999865889549
45,0.35589147,0.18654636,0.20000343,0.8328436,920.0,-36.58985,0.09500000327825546,4600.0,0.006999999843537807
46,0.35609478,0.18678753,0.20003656,0.83450395,940.0,-35.208824,0.14500000178813935,4700.0,0.005999999865889549
47,0.3562093,0.18709624,0.20009466,0.8358828,960.0,-39.70945,0.10500000417232513,4800.0,0.003999999910593033
48,0.35643962,0.18737973,0.2001795,0.83749694,980.0,-37.663315,0.114999995,4900.0,0.005999999865889549
49,0.3566971,0.18758593,0.20026927,0.8392788,1000.0,-37.803314,0.10000000260770321,5000.0,0.003999999910593033
